-581,-473,330,177,69.999,68,2,4
-581,-416,325,169,69.999,68,2,4
-581,-553,315,171,69.999,68,2,4
-562,-553,300,171,69.999,68,2,4
-544,-553,285,171,69.999,68,2,4
-525,-553,271,171,69.999,68,2,4
-507,-553,256,171,69.999,68,2,4
-488,-553,241,171,69.999,68,2,4
-470,-553,227,171,69.999,68,2,4
-451,-553,212,171,69.999,2,11,3
-433,-553,197,171,69.999,2,11,3
-415,-553,183,171,69.999,2,11,3
-396,-553,168,171,69.999,2,11,3
-378,-553,153,171,69.999,2,11,3
-359,-553,138,171,69.999,2,11,3
-341,-553,124,171,69.999,2,12,3
-322,-553,109,171,69.999,1,77,9
-304,-553,94,171,69.999,1,77,9
-274,-553,80,171,69.999,1,77,9
-244,-553,65,171,69.999,1,77,9
-214,-553,50,171,69.999,1,77,9
-184,-553,36,171,69.999,1,77,9
-154,-553,14,171,69.999,10,34,23
-123,-553,-10,171,69.999,10,34,23
-117,-553,-35,171,69.999,10,34,23
-110,-553,-62,171,69.999,10,34,23
-103,-553,318,171,69.999,87,3,2
-96,-553,319,224,104.999,87,3,2
-90,-553,302,224,104.999,87,3,2
-83,-553,286,224,104.999,99,1,2
-64,-553,269,224,104.999,99,1,2
-46,-553,253,224,104.999,99,1,2
-28,-553,236,224,104.999,99,1,2
-9,-553,220,224,104.999,99,1,2
9,-553,203,224,104.999,99,1,2
28,-553,187,224,104.999,99,1,2
46,-553,170,224,104.999,99,1,2
65,-553,154,224,104.999,99,1,2
83,-553,137,224,104.999,99,1,2
102,-553,121,224,104.999,99,1,2
119,-553,105,224,104.999,99,1,2
-581,-553,88,224,104.999,47,39,14
-581,-515,68,224,104.999,47,39,14
-563,-515,48,224,104.999,47,39,14
-546,-515,28,224,104.999,47,39,14
-529,-515,8,224,104.999,47,39,14
-512,-515,-11,224,104.999,47,39,14
-495,-515,-31,224,104.999,47,39,14
-478,-515,-51,224,104.999,42,17,32
-460,-515,-64,224,104.999,42,17,32
-443,-515,320,224,104.999,2,11,3
-426,-515,319,167,69.999,2,11,3
-409,-515,312,167,69.999,2,11,3
-392,-515,305,167,69.999,2,11,3
-375,-515,297,167,69.999,2,11,3
-357,-515,287,167,69.999,2,11,3
-340,-515,277,167,69.999,2,11,3
-323,-515,267,167,69.999,2,11,3
-306,-515,255,167,69.999,2,11,3
-289,-515,242,167,69.999,2,11,3
-272,-515,229,167,69.999,2,11,3
-254,-515,214,167,69.999,2,11,3
-237,-515,199,167,69.999,2,11,3
-220,-515,182,167,69.999,2,11,3
-203,-515,165,167,69.999,2,11,3
-186,-515,147,167,69.999,2,11,3
-169,-515,128,167,69.999,2,11,3
-151,-515,109,167,69.999,2,11,3
-134,-515,88,167,69.999,12,61,9
-117,-515,66,167,69.999,66,50,13
-88,-515,44,167,69.999,65,24,30
-59,-515,13,167,69.999,98,9,20
-31,-515,-19,167,69.999,98,9,20
-2,-515,-50,167,69.999,98,9,20
27,-515,-82,167,69.999,98,9,20
56,-515,-95,167,69.999,98,9,20
61,-515,284,167,69.999,99,1,2
67,-515,281,203,128.33233333333334,97,0,54
72,-515,271,203,128.33233333333334,97,0,54
78,-515,261,203,128.33233333333334,97,0,54
83,-515,252,203,128.33233333333334,97,0,54
89,-515,242,203,128.33233333333334,97,0,54
106,-515,233,203,128.33233333333334,97,0,54
119,-515,223,203,128.33233333333334,97,0,54
-581,-515,214,203,128.33233333333334,68,2,4
-581,-481,201,203,128.33233333333334,68,2,4
-564,-481,188,203,128.33233333333334,68,2,4
-548,-481,175,203,128.33233333333334,68,2,4
-532,-481,162,203,128.33233333333334,68,2,4
-516,-481,149,203,128.33233333333334,68,2,4
-500,-481,136,203,128.33233333333334,68,2,4
-484,-481,123,203,128.33233333333334,68,2,4
-468,-481,110,203,128.33233333333334,68,2,4
-452,-481,89,203,128.33233333333334,68,2,4
-436,-481,59,203,128.33233333333334,68,2,4
-420,-481,29,203,128.33233333333334,47,39,14
-404,-481,-1,203,128.33233333333334,47,39,14
-388,-481,-30,203,128.33233333333334,42,17,32
-372,-481,-60,203,128.33233333333334,42,17,32
-356,-481,-90,203,128.33233333333334,42,17,32
-340,-481,-102,203,128.33233333333334,1,52,23
-324,-481,280,203,128.33233333333334,0,1,58
-296,-481,278,212,69.999,2,11,3
-269,-481,270,212,69.999,2,11,3
-241,-481,261,212,69.999,2,11,3
-213,-481,253,212,69.999,2,11,3
-185,-481,245,212,69.999,2,11,3
-158,-481,237,212,69.999,2,11,3
-153,-481,229,212,69.999,20,8,4
-149,-481,221,212,69.999,21,7,4
-145,-481,213,212,69.999,21,7,4
-140,-481,205,212,69.999,21,7,4
-136,-481,197,212,69.999,21,7,4
-132,-481,182,212,69.999,21,7,4
-116,-481,164,212,69.999,21,7,4
-100,-481,146,212,69.999,85,4,4
-83,-481,126,212,69.999,99,1,2
-67,-481,98,212,69.999,99,1,2
-51,-481,69,212,69.999,98,25,8
-35,-481,41,212,69.999,98,11,18
-19,-481,12,212,69.999,98,9,20
-581,-481,288,212,69.999,68,2,4
-581,-441,288,204,69.999,68,2,4
-566,-441,282,204,69.999,68,2,4
-551,-441,276,204,69.999,68,2,4
-536,-441,270,204,69.999,68,2,4
-522,-441,265,204,69.999,68,2,4
-507,-441,259,204,69.999,68,2,4
-492,-441,253,204,69.999,68,2,4
-478,-441,246,204,69.999,68,2,4
-463,-441,224,204,69.999,68,2,4
-448,-441,202,204,69.999,68,2,4
-434,-441,180,204,69.999,68,2,4
-419,-441,158,204,69.999,68,2,4
-404,-441,136,204,69.999,68,2,4
-389,-441,114,204,69.999,68,2,4
-375,-441,92,204,69.999,54,3,5
-360,-441,70,204,69.999,1,77,9
-345,-441,48,204,69.999,1,77,9
-319,-441,26,204,69.999,1,77,9
-293,-441,4,204,69.999,1,77,9
-266,-441,-18,204,69.999,1,52,23
-240,-441,-40,204,69.999,1,52,23
-213,-441,-62,204,69.999,1,52,23
-187,-441,-84,204,69.999,1,52,23
-184,-441,-87,204,69.999,1,52,23
-181,-441,303,204,69.999,2,11,3
-178,-441,309,251,116.66566666666667,0,1,58
-175,-441,307,251,116.66566666666667,0,1,58
-172,-441,299,251,116.66566666666667,0,1,58
-169,-441,288,251,116.66566666666667,0,1,58
-154,-441,276,251,116.66566666666667,0,1,58
-140,-441,263,251,116.66566666666667,6,0,67
-125,-441,250,251,116.66566666666667,6,0,67
-110,-441,235,251,116.66566666666667,6,0,67
-95,-441,220,251,116.66566666666667,60,0,54
-81,-441,203,251,116.66566666666667,70,0,27
-66,-441,178,251,116.66566666666667,99,1,2
-51,-441,153,251,116.66566666666667,99,1,2
-37,-441,127,251,116.66566666666667,99,1,2
-22,-441,102,251,116.66566666666667,99,1,2
-7,-441,76,251,116.66566666666667,99,1,2
7,-441,51,251,116.66566666666667,99,1,2
22,-441,26,251,116.66566666666667,99,0,7
37,-441,0,251,116.66566666666667,98,9,20
52,-441,-25,251,116.66566666666667,98,9,20
66,-441,-50,251,116.66566666666667,98,9,20
81,-441,-76,251,116.66566666666667,98,9,20
96,-441,-101,251,116.66566666666667,98,9,20
110,-441,282,251,116.66566666666667,97,0,54
119,-441,286,170,69.999,97,0,54
-592,-441,284,170,69.999,68,2,4
-604,-433,277,170,69.999,68,2,4
-601,-433,271,170,69.999,68,2,4
-598,-433,264,170,69.999,68,2,4
